Month,Ticker,Monthly_Return
2024-05,ADANIENT,12.230227661534412
2024-05,ADANIPORTS,7.364804302360334
2024-05,APOLLOHOSP,-2.0030040865646903
2024-05,ASIANPAINT,-3.165960879209527
2024-05,AXISBANK,1.0697047440970722
2024-05,BAJAJ-AUTO,-0.2842826801600285
2024-05,BAJAJFINSV,-5.376210962889606
2024-05,BAJFINANCE,-2.6878986444273325
2024-05,BEL,26.0702875399361
2024-05,BHARTIARTL,5.268202906330282
2024-05,BPCL,-1.080893706866671
2024-05,BRITANNIA,8.827329740632202
2024-05,CIPLA,1.9119045104045698
2024-05,COALINDIA,8.217669090107957
2024-05,DRREDDY,-7.883101391650108
2024-05,EICHERMOT,2.847427429167395
2024-05,GRASIM,-4.9685108827209845
2024-05,HCLTECH,-2.689792018813856
2024-05,HDFCBANK,-0.04568445097079755
2024-05,HDFCLIFE,-4.597900581244035
2024-05,HEROMOTOCO,12.235010413241266
2024-05,HINDALCO,7.467456543768021
2024-05,HINDUNILVR,4.615280959439428
2024-05,ICICIBANK,-1.614814164728605
2024-05,INDUSINDBK,-2.8800159447249625
2024-05,INFY,-0.5337763795114677
2024-05,ITC,-2.8587699316628727
2024-05,JSWSTEEL,-1.1006907395967955
2024-05,KOTAKBANK,6.648050011106527
2024-05,LT,1.939158216418952
2024-05,M&M,14.69464338832574
2024-05,MARUTI,-3.170940271058589
2024-05,NESTLEIND,-6.26517533734029
2024-05,NTPC,-2.7232082373662134
2024-05,ONGC,-6.52404526166902
2024-05,POWERGRID,-1.1479591836734766
2024-05,RELIANCE,-2.4649688043366993
2024-05,SBILIFE,-5.0995961393661435
2024-05,SBIN,0.03614240106018532
2024-05,SHRIRAMFIN,-8.83195848340497
2024-05,SUNPHARMA,-3.8973008558262046
2024-05,TATACONSUM,-2.831825562514496
2024-05,TATAMOTORS,-10.196536291107215
2024-05,TATASTEEL,-0.08963250672244141
2024-05,TCS,-4.9789040457639935
2024-05,TECHM,-3.0349672428763155
2024-05,TITAN,-9.151031960655178
2024-05,TRENT,-1.8841328254460192
2024-05,ULTRACEMCO,-0.6806264367528332
2024-05,WIPRO,-4.197638828159158
2024-06,ADANIENT,-12.841368904739042
2024-06,ADANIPORTS,-6.682660437513818
2024-06,APOLLOHOSP,5.7167760459392944
2024-06,ASIANPAINT,1.7652496991051778
2024-06,AXISBANK,3.3785439986926957
2024-06,BAJAJ-AUTO,1.780310536717554
2024-06,BAJAJFINSV,0.7837288996065577
2024-06,BAJFINANCE,2.8920331716204783
2024-06,BEL,-4.001255295779068
2024-06,BHARTIARTL,3.8063403062324817
2024-06,BPCL,-8.745646691485529
2024-06,BRITANNIA,5.955145322961415
2024-06,CIPLA,1.958894205942097
2024-06,COALINDIA,-7.6510198106763045
2024-06,DRREDDY,10.704096277211967
2024-06,EICHERMOT,0.044959696843175315
2024-06,GRASIM,12.734295845997956
2024-06,HCLTECH,11.042641408954305
2024-06,HDFCBANK,7.098333545350459
2024-06,HDFCLIFE,8.171241592437726
2024-06,HEROMOTOCO,8.119210944463822
2024-06,HINDALCO,-0.3448523600833524
2024-06,HINDUNILVR,4.972621927925637
2024-06,ICICIBANK,3.413793103448268
2024-06,INDUSINDBK,-4.262273648427799
2024-06,INFY,11.441069777366804
2024-06,ITC,-1.2664110607645045
2024-06,JSWSTEEL,1.769911504424784
2024-06,KOTAKBANK,4.915456476819653
2024-06,LT,-8.947564245666712
2024-06,M&M,8.832574031890664
2024-06,MARUTI,-3.545164173242541
2024-06,NESTLEIND,8.348018088787919
2024-06,NTPC,-3.4328739152628867
2024-06,ONGC,-3.484688489968333
2024-06,POWERGRID,-1.9843032726195733
2024-06,RELIANCE,3.6462230108651865
2024-06,SBILIFE,7.218828602227815
2024-06,SBIN,-6.260696737150105
2024-06,SHRIRAMFIN,16.035310762608848
2024-06,SUNPHARMA,4.666047279859602
2024-06,TATACONSUM,2.6476771273271376
2024-06,TATAMOTORS,4.1348834762480875
2024-06,TATASTEEL,-0.13773314203730797
2024-06,TCS,5.436353079384803
2024-06,TECHM,14.855261573051754
2024-06,TITAN,4.384888997914879
2024-06,TRENT,17.5378576637639
2024-06,ULTRACEMCO,11.440728554304902
2024-06,WIPRO,15.931096599864894
2024-07,ADANIENT,-0.4522897166907497
2024-07,ADANIPORTS,6.469989827060027
2024-07,APOLLOHOSP,7.732269359172708
2024-07,ASIANPAINT,5.350433772798676
2024-07,AXISBANK,-7.591726761233075
2024-07,BAJAJ-AUTO,1.3826528471318984
2024-07,BAJAJFINSV,4.521579546892801
2024-07,BAJFINANCE,-6.456178926031542
2024-07,BEL,2.7303754266211717
2024-07,BHARTIARTL,2.5825309491059114
2024-07,BPCL,14.940075521260876
2024-07,BRITANNIA,5.623116954259104
2024-07,CIPLA,4.408085998242178
2024-07,COALINDIA,9.983150800336992
2024-07,DRREDDY,6.2451799738734834
2024-07,EICHERMOT,7.057414977726475
2024-07,GRASIM,1.8467576291079777
2024-07,HCLTECH,11.828981856554448
2024-07,HDFCBANK,-5.2457189772460735
2024-07,HDFCLIFE,19.101123595505616
2024-07,HEROMOTOCO,-2.046188716960264
2024-07,HINDALCO,-2.935420743639922
2024-07,HINDUNILVR,8.005668436389772
2024-07,ICICIBANK,0.2516813136939541
2024-07,INDUSINDBK,-1.9973917221497792
2024-07,INFY,17.44091023384461
2024-07,ITC,15.452744435380495
2024-07,JSWSTEEL,-1.6580146201928148
2024-07,KOTAKBANK,-0.01106133510313689
2024-07,LT,8.179382115665447
2024-07,M&M,1.110975885390416
2024-07,MARUTI,8.317607660639293
2024-07,NESTLEIND,-4.351466064405591
2024-07,NTPC,12.50845165652468
2024-07,ONGC,22.44000732734933
2024-07,POWERGRID,5.643203883495135
2024-07,RELIANCE,-3.5073550620132696
2024-07,SBILIFE,16.765988614042694
2024-07,SBIN,3.6166043114199096
2024-07,SHRIRAMFIN,0.26331538001196264
2024-07,SUNPHARMA,13.10769028353398
2024-07,TATACONSUM,9.974933170537703
2024-07,TATAMOTORS,15.428371837732662
2024-07,TATASTEEL,-5.020968575860276
2024-07,TCS,10.234528178573237
2024-07,TECHM,5.590652808912451
2024-07,TITAN,0.8014104824491105
2024-07,TRENT,5.862409688794619
2024-07,ULTRACEMCO,-0.14658137786494277
2024-07,WIPRO,-1.0145064947378444
2024-08,ADANIENT,-6.151216100707129
2024-08,ADANIPORTS,-6.807533880451529
2024-08,APOLLOHOSP,3.2968507694142968
2024-08,ASIANPAINT,0.8856695758788221
2024-08,AXISBANK,0.251642071142203
2024-08,BAJAJ-AUTO,11.932069266738598
2024-08,BAJAJFINSV,9.068387570344996
2024-08,BAJFINANCE,6.327852148294729
2024-08,BEL,-3.808452514864203
2024-08,BHARTIARTL,5.549651278644966
2024-08,BPCL,2.4491549699226454
2024-08,BRITANNIA,2.1831889217559812
2024-08,CIPLA,7.030138403828744
2024-08,COALINDIA,-2.858993338267937
2024-08,DRREDDY,2.0818966455912182
2024-08,EICHERMOT,-0.16704234422798625
2024-08,GRASIM,-2.4629562703288794
2024-08,HCLTECH,6.8696473743561635
2024-08,HDFCBANK,-0.11593849157919597
2024-08,HDFCLIFE,3.517376681614353
2024-08,HEROMOTOCO,1.5553301004309366
2024-08,HINDALCO,4.1351150705271005
2024-08,HINDUNILVR,2.299718289112696
2024-08,ICICIBANK,1.5783819519048126
2024-08,INDUSINDBK,0.3803218649857444
2024-08,INFY,4.917413365000548
2024-08,ITC,1.6609276888798843
2024-08,JSWSTEEL,0.7008720774704477
2024-08,KOTAKBANK,-0.6610325495774487
2024-08,LT,-1.9752335088508477
2024-08,M&M,-0.8131805968038466
2024-08,MARUTI,-7.156571762213626
2024-08,NESTLEIND,0.6743156199677939
2024-08,NTPC,-1.7121265792891724
2024-08,ONGC,-3.218727139722019
2024-08,POWERGRID,-6.563278870119092
2024-08,RELIANCE,-0.3741833300336465
2024-08,SBILIFE,4.699391710284337
2024-08,SBIN,-5.454123920477593
2024-08,SHRIRAMFIN,7.20080287697583
2024-08,SUNPHARMA,6.206273320895525
2024-08,TATACONSUM,-0.6786113294988885
2024-08,TATAMOTORS,-2.8879762320866984
2024-08,TATASTEEL,-6.31669324175151
2024-08,TCS,3.5625753337426853
2024-08,TECHM,5.960050503415452
2024-08,TITAN,2.7909524701947666
2024-08,TRENT,24.051258057808273
2024-08,ULTRACEMCO,-5.695690266594354
2024-08,WIPRO,3.230754481833002
2024-09,ADANIENT,3.080058511250261
2024-09,ADANIPORTS,-3.098026095684172
2024-09,APOLLOHOSP,4.638047688606906
2024-09,ASIANPAINT,5.653850426061985
2024-09,AXISBANK,3.6507402422611115
2024-09,BAJAJ-AUTO,10.963859753192946
2024-09,BAJAJFINSV,7.217951155904492
2024-09,BAJFINANCE,3.5342504418653076
2024-09,BEL,-3.974402155607934
2024-09,BHARTIARTL,8.794985203805648
2024-09,BPCL,3.2082577765378715
2024-09,BRITANNIA,7.024475908242783
2024-09,CIPLA,0.45243372908631574
2024-09,COALINDIA,-2.0543342613036466
2024-09,DRREDDY,-1.7541817335186314
2024-09,EICHERMOT,2.326978084060306
2024-09,GRASIM,3.8928943065259403
2024-09,HCLTECH,-0.5839537265104022
2024-09,HDFCBANK,6.459940379237217
2024-09,HDFCLIFE,-3.6629545149604126
2024-09,HEROMOTOCO,2.4057939837223445
2024-09,HINDALCO,10.571721011843847
2024-09,HINDUNILVR,6.068374536132374
2024-09,ICICIBANK,3.50014228220659
2024-09,INDUSINDBK,-0.1000655601946134
2024-09,INFY,-4.525324510053454
2024-09,ITC,1.588079600039205
2024-09,JSWSTEEL,9.52735392631186
2024-09,KOTAKBANK,4.13986799606797
2024-09,LT,-0.20499036138035154
2024-09,M&M,11.44760532949226
2024-09,MARUTI,6.522683747203763
2024-09,NESTLEIND,7.173592573409287
2024-09,NTPC,8.097560975609754
2024-09,ONGC,-8.767627222562835
2024-09,POWERGRID,5.155714498584417
2024-09,RELIANCE,-2.616323165704869
2024-09,SBILIFE,-2.369291859695566
2024-09,SBIN,-4.16590646475704
2024-09,SHRIRAMFIN,10.904581040229434
2024-09,SUNPHARMA,6.098736198683884
2024-09,TATACONSUM,-0.2292239726598316
2024-09,TATAMOTORS,-10.799432572186895
2024-09,TATASTEEL,10.249869178440619
2024-09,TCS,-5.586091726479473
2024-09,TECHM,-4.2176540248383105
2024-09,TITAN,6.589455199230662
2024-09,TRENT,5.965837553509972
2024-09,ULTRACEMCO,3.3006853451671385
2024-09,WIPRO,1.690299558644004
2024-10,ADANIENT,-7.496625969053072
2024-10,ADANIPORTS,-6.2385008517887535
2024-10,APOLLOHOSP,-1.826416993436649
2024-10,ASIANPAINT,-10.426106457961458
2024-10,AXISBANK,-5.470183018791027
2024-10,BAJAJ-AUTO,-19.09240835866075
2024-10,BAJAJFINSV,-11.365649917731933
2024-10,BAJFINANCE,-10.5575749707906
2024-10,BEL,0.3345659447085715
2024-10,BHARTIARTL,-5.0685818567139655
2024-10,BPCL,-15.614392396469789
2024-10,BRITANNIA,-11.156444644394638
2024-10,CIPLA,-6.793404811244251
2024-10,COALINDIA,-11.101278269419861
2024-10,DRREDDY,-5.602228445274177
2024-10,EICHERMOT,-1.5685801333293115
2024-10,GRASIM,-3.7591703407529113
2024-10,HCLTECH,-2.777319020093589
2024-10,HDFCBANK,0.5503417912177037
2024-10,HDFCLIFE,1.4010137989298692
2024-10,HEROMOTOCO,-13.226726491713189
2024-10,HINDALCO,-9.913991202153504
2024-10,HINDUNILVR,-13.527148353997434
2024-10,ICICIBANK,1.4006591337099739
2024-10,INDUSINDBK,-25.11881960700859
2024-10,INFY,-7.724420405912774
2024-10,ITC,-5.308020147229762
2024-10,JSWSTEEL,-6.1958532074369685
2024-10,KOTAKBANK,-7.8908162179419055
2024-10,LT,-0.8539756397974494
2024-10,M&M,-13.80350655504659
2024-10,MARUTI,-15.870803584991638
2024-10,NESTLEIND,-16.405312055558646
2024-10,NTPC,-7.259713701431503
2024-10,ONGC,-8.837129645487245
2024-10,POWERGRID,-8.55188141391106
2024-10,RELIANCE,-9.064533085750563
2024-10,SBILIFE,-11.560898484352848
2024-10,SBIN,2.9173724825898737
2024-10,SHRIRAMFIN,-12.085480618418105
2024-10,SUNPHARMA,-3.7006172035730076
2024-10,TATACONSUM,-16.192267502612335
2024-10,TATAMOTORS,-13.58785743887278
2024-10,TATASTEEL,-11.057893791534454
2024-10,TCS,-7.4500338160871244
2024-10,TECHM,-1.0305155653992863
2024-10,TITAN,-13.477403037646146
2024-10,TRENT,-6.3623944198510305
2024-10,ULTRACEMCO,-6.517616149157525
2024-10,WIPRO,0.9236396890717795
2024-11,ADANIENT,-24.461773181895236
2024-11,ADANIPORTS,-18.477481353987383
2024-11,APOLLOHOSP,-1.3772851058383444
2024-11,ASIANPAINT,-15.90727418065548
2024-11,AXISBANK,-2.321405668846981
2024-11,BAJAJ-AUTO,-3.9925273011710374
2024-11,BAJAJFINSV,-8.767880549381669
2024-11,BAJFINANCE,-3.4613495869201074
2024-11,BEL,-2.702234540100452
2024-11,BHARTIARTL,-2.916885768195743
2024-11,BPCL,-8.67412140575079
2024-11,BRITANNIA,-14.837389448538127
2024-11,CIPLA,-4.684043474079058
2024-11,COALINDIA,-8.829681823186165
2024-11,DRREDDY,-3.5844712607176774
2024-11,EICHERMOT,0.6581072351421078
2024-11,GRASIM,-3.71447626810923
2024-11,HCLTECH,8.02321611471492
2024-11,HDFCBANK,0.47775283485868614
2024-11,HDFCLIFE,-4.905347519690479
2024-11,HEROMOTOCO,-4.509511004879984
2024-11,HINDALCO,-5.6158633666232385
2024-11,HINDUNILVR,-3.6354679802955667
2024-11,ICICIBANK,-1.0644062548382103
2024-11,INDUSINDBK,-6.0517647058823485
2024-11,INFY,8.030212681375478
2024-11,ITC,-3.1919233122578086
2024-11,JSWSTEEL,0.9346276980274779
2024-11,KOTAKBANK,0.9774134372850237
2024-11,LT,-0.6301101658692599
2024-11,M&M,6.931308004897689
2024-11,MARUTI,-0.41764176417641435
2024-11,NESTLEIND,-1.5335407264601497
2024-11,NTPC,-11.158380940804676
2024-11,ONGC,-9.622815087396507
2024-11,POWERGRID,4.626610774724414
2024-11,RELIANCE,-5.4719306764277444
2024-11,SBILIFE,-8.82217515424992
2024-11,SBIN,-0.6271310277642584
2024-11,SHRIRAMFIN,-9.549500944159686
2024-11,SUNPHARMA,-3.3953938872148157
2024-11,TATACONSUM,-5.865949606612885
2024-11,TATAMOTORS,-6.2185073211215895
2024-11,TATASTEEL,-4.654424040066777
2024-11,TCS,6.535816475076567
2024-11,TECHM,8.967043931032329
2024-11,TITAN,0.45541488295837507
2024-11,TRENT,-6.940830885438521
2024-11,ULTRACEMCO,2.0590715785318237
2024-11,WIPRO,3.681871769293544
